food_code,food_name,scientific_name,local_name,food_group,no._of_regions,tags,energy_kcal,moisture,total_fat,dietary_fiber,carbohydrate,protein,essential_amino_acids,saturated_fatty_acids,unsaturated_fatty_acids,essential_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,free_sugars,aluminium_(al),calcium_(ca),chromium_(cr),iron_(fe),magnesium_(mg),phosphorus_(p),potassium_(k),sodium_(na),zinc_(zn)
G018,"Onion, small",Allium cepa,"A. Xoru Piyanj; B. Gundhun; E. Bulb onion, Common onion; G. Dungri (nani); H. Pyaaz Kali; Kan. Chikk Eerulli; Kash. Praan; Kh. Piat rit; Mal. Cheriya Ulli; M. Tilhou ; Mar. Kanda; N. Chayapi; P. Gandhe; Tam. Chinna vengayam; Tel. Chinna ullipaya; U. Pyaaz.",Condiments and Spices,5,vegetarian eggetarian fishetarian veg,56.643,84.67,0.16,1.16,11.58,1.82,1.758848,0.04101,0.08699,0.07115,0.01583,0.07116,5.62,0.0,0.01992,2e-06,0.00053,0.01516,0.03965,0.16,0.00406,0.00024
G019,Asafoetida,Ferula assa-foetida,"A. Hing; B. Hing; E. Food of the Gods, Jowani Badian, Hengu, Ingu, Kayam, Ting; G. Hing; H. Hing ; Kan. Hingu; Kash. Yangu; Kh. U hing; Mal. Perungayam; M. Hing; Mar. Hing; N. Hing; O. Hingu; P. Hing; S. Badhika; Tam. Perugayam; Tel. Inguva; U. Hing.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,331.493,9.42,1.26,5.13,71.95,6.34,5.890494,0.242,0.764,0.51379,0.25,0.514,0.93,0.00145,0.266,5.1e-05,0.01568,0.0964,0.06909,0.245,0.01604,0.00098
G020,"Cardamom, green",Elettaria cardamomum,A. Ilasi; B. Elach; E. True cardamom; G. Alechi; H. Elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaishi; Mal. Elakkai; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Shoti elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,255.013,11.24,2.6,23.1,47.76,8.1,7.4358,0.624,1.474,0.583,0.891,0.583,4.28,0.00121,0.378,0.00021,0.00833,0.33,0.132,1.262,0.01551,0.00371
G021,"Cardamom, black",Elettaria cardamomum,"B. Boro elach; E. Hill cardamom, Bengal cardamom, Greater cardamom, Indian cardamom, Nepal cardamom, Winged cardamom, Brown cardamom; G. Moti alechi; A. Ilasi; H. Badi elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaichi; Mal. Elathari; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Baddi elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.",Condiments and Spices,4,vegetarian eggetarian fishetarian veg,270.548,6.69,2.8,23.46,52.53,6.69,5.849736,0.493,1.6,0.517,1.083,0.517,2.3,0.00126,0.312,9.1e-05,0.00794,0.286,0.117,1.331,0.01625,0.00475
G022,"Chillies, red",Capsicum annum,A. Sukan jolokia; B. Shuckhuo Lonka; E. Red chilli pepper; G. Lal marcha (sukha); H. Mirchi; Kan. Ona Menasinakayi; Kh. Sohmynken trykhong; Mal. Mulaku; M. Morok Akangba; Mar. Mulaku; N. Rato Khursani; O. Lanka; P. Lal mircha; Tam. Varamilagai; Tel. Mirapakaya; U. Lal mirchi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,236.61,14.57,6.4,31.15,29.46,12.69,11.884185,1.141,3.981,3.263,0.718,3.263,4.7,0.00101,0.09983,0.000114,0.00623,0.231,0.28,2.245,0.01945,0.00166
G023,Cloves,Syzygium aromaticum,A. Long; B. Lobong; G. Lavang; H. Lavang; Kan. Lavanga; Kash. Ruang; Kh. U long; Mal. Krambu; M. Long; Mar. Lavang; N. Luwang; O. Labang; P. Long; S. Lavanga; Tam. Krambu; Tel. Lavangu; U. Long.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,186.659,26.49,8.41,34.52,18.73,5.86,5.141564,2.679,4.033,3.428,0.605,3.428,2.1,0.00125,0.567,4.7e-05,0.00941,0.334,0.0831,1.434,0.183,0.00113
G024,Coriander seeds,Coriandrum sativum,"A. Dhoniya; B. Dhone; E. Cilantro seeds, Chinese parsley seeds; G. Sukha dhana; H. Dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Symbai dhania; Mal. Kothambalari; M. Fadhighom Maru; Mar. Dhane; N. Dhania; O. Dhania; P. Dhania; S. Dhanyaka; Tam. Kothamalli vidhai; Tel. Dhaniyalu; U. Dhaniya.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,268.875,8.72,17.47,44.81,12.98,10.66,10.07903,0.952,13.016,2.24701,10.769,2.247,2.38,0.00183,0.718,4.1e-05,0.01764,0.343,0.293,1.473,0.03441,0.00391
G025,Cumin seeds,Cuminum cyminum,A. Jeera; B. Jire; G. Jiru; H. Jira; Kan. Jeerage; Kash. Zyur; Kh. U jeera; Mal. Jeerakam; M. Jeera; Mar. Jira; N. Jeera; O. Jira; P. Jira; S. Jiraka; Tam. Jeerakam; Tel. Jeelakarra; U. Jira.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,304.486,10.59,16.64,30.35,22.62,13.91,13.47879,0.619,12.692,4.313,8.379,4.313,1.38,0.00352,0.878,0.000126,0.02058,0.442,0.382,1.886,0.125,0.00429
G026,Fenugreek seeds,Trigonella foenum graecum,A. Methi; B. Methi; G. Methi dana ; H. Methi; Kan. Menthe; Kash. Meeth; Kh. Symbai methi; Mal. Uluva; M. Methi; Mar. Methi; N. Methi; O. Methi; P. Methi; S. Methe; Tam. Venthayam; Tel. Menthulu; U. Methi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,234.937,7.82,5.72,47.55,10.57,25.41,23.75835,0.77,3.808,3.133,0.675,3.133,0.55,0.00031,0.135,1.5e-05,0.00847,0.167,0.435,0.891,0.0402,0.0038
G027,Mace,Myristica fragrans,B. Jayitri; E. Nutmeg; G. Javantri; H. Avithri; Kan. Jalwatur; Kash. Jalwatur; Mal. Jathipatri; Mar. Jaypatri; O. Jayitri; P. Jaipatri; Tam. Jathipatri; Tel. Japathri; U. Javantri.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,355.632,20.06,24.41,20.31,26.51,6.24,5.34456,9.304,14.033,4.73,9.302,4.731,0.85,0.00042,0.174,6.9e-05,0.02269,0.207,0.11,0.623,0.02717,0.00116
G028,Nutmeg,Myristica fragrans,"A. Jaiphal; B. Jayphal; E. Fragrant nutmeg, True nutmeg; G. Jayaphad; H. Jaiphal; Kan. Jayikayi mara; Kash. Zaaphal; Mal. Jathikai; Mar. Jayaphala; N. Jaiphal; O. Jaiphal; P. Jaiphal; S. Jatiphala; Tam. Jathikai; Tel. Jajikaya; U. Jaifal.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,463.66,15.55,36.52,11.99,27.64,6.3,5.34744,3.359,2.016,0.3783,1.637,0.379,1.08,0.00019,0.148,6e-06,0.00233,0.212,0.207,0.474,0.01431,0.00145
G029,Omum,Trachyspermum ammi,"A. Ajwain; B. Joan; E. Ajwain, Ajowan, Ajowan caraway, Ajman, Bishop`s weed, Carom; G. Ajmo; H. Ajwan; Kan. Oma; Kash. Jawind; Kh. Paspron; Mal. Ayamothakam; Mar. Onva; O. Juani; P. Ajwain; S. Ajamoda; Tam. Omum; Tel. Vamu; U. Ajwain.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,357.305,9.71,21.11,20.58,24.53,15.89,14.186592,1.112,19.072,5.19271,13.879,5.193,2.76,0.00112,1.034,6.9e-05,0.01365,0.273,0.329,1.692,0.02858,0.00567
G030,Pippali,Piper longum,"B. Pipul; E. Long pepper, Indian long pepper; G. Khus khus; H. Pipli; Kan. Kandan Lippili; Kh. Sohmarit khlaw; Mal. Tippali; Mar. Pimpli; O. Sarupippali; P.  Javantri; S. Pippali; Tam. Tippili; Tel. Pippallu; U. Pipul.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,216.534,10.95,2.27,34.14,35.7,10.53,9.903465,0.602,1.212,0.886,0.327,0.885,2.75,0.00034,0.414,5.5e-05,0.00799,0.189,0.181,1.852,0.01628,0.00152
G031,"Pepper, black",Piper nigrum,"A. Kola jaluk; B. Golmarichi; E. Peppercorn; G. Mari; H. Kalimirchi; Kan. Kari menasu; Kash. Marutus; Kh. Soh marit; Mal. Kurumlaku; Mar. Mire; N. Marich; O. Golomarcho; P. Kalimirchi; S. Marich ushna, hapusha; Tam. Milagu; Tel. Mirayalu; U. Kaali Mirch.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,217.49,13.18,2.74,33.16,36.22,10.12,8.623252,0.654,1.539,1.076,0.463,1.076,0.32,0.00216,0.405,6.8e-05,0.01191,0.196,0.144,1.487,0.02408,0.00124
G032,Poppy seeds,Papaver somniferum,A. Afoo guti; B. Posta; G. Aphina; H. Postdana; Kan. Afim; Kash. Khaskhash; Mal. Afiam; Mar. Khaskhas; N. Khus Khus; O. Postak; P. Khas Khas; S. Khasa; Tam. Khasakhasa; Tel. Gasagasalu; U. Khash Khash.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,422.552,4.22,30.38,26.68,12.37,20.31,22.09728,2.074,16.2,13.848,2.353,13.847,1.85,0.00082,1.372,3e-05,0.01013,0.393,0.804,0.646,0.02535,0.00638
G033,Turmeric powder,Curcuma domestica,A. Halodhi; B. Holud; G. Haddar; H. Haldi; Kan. Anashina; Kash. Lader; Kh. Shynrai; Mal. Manjal; M. Yaingang; Mar. Halad; N. Besar; O. Haladi; P. Haldi; S. Haladi; Tam. Manjal; Tel. Pasupu; U. Haldi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,280.586,10.58,5.03,21.38,49.22,7.66,6.906256,1.634,2.388,1.94,0.448,1.94,1.23,0.00214,0.122,0.000151,0.04608,0.26,0.276,2.374,0.02441,0.00264
H001,Almond,Prunus amygdalus,A. China badam; B. Badam; G. Badam; H. Badam; Kan. Badam; Kash. Badam; Kh. Almon; Mal. Vatam kottai; M. Badam; Mar. Badam; N. Kagji Badam; O. Badam; P. Badam; Tam. Badam paruppu; Tel. Badam Pappu; U. Badam.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,609.211,4.37,58.49,13.06,3.04,18.41,18.305063,4.358,51.551,13.21504,38.336,13.215,2.23,0.00032,0.228,6e-06,0.00459,0.318,0.446,0.699,0.0015,0.0035
H002,"Arecanut, dried, brown",Areca catechu,"A.Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supari; Kh. Kwai tyrkhong; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Kottai paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,350.613,6.63,4.35,11.44,70.42,5.78,4.8263,2.605,0.869,0.40342,0.466,0.403,1.76,0.00097,0.061,4.5e-05,0.00274,0.07639,0.105,0.524,0.01206,0.00089
H003,"Arecanut, dried, red color",Areca catechu,"A. Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai supari; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,3,vegetarian eggetarian fishetarian veg,353.003,6.3,4.46,11.11,70.27,6.46,5.909608,1.674,1.905,0.91778,0.987,0.918,1.79,0.00033,0.051,2.9e-05,0.00326,0.09101,0.127,0.617,0.01713,0.00102
H004,"Arecanut, fresh",Areca catechu,"A. Kesa tamul; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai im; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,2,vegetarian eggetarian fishetarian veg,244.736,37.7,5.51,7.63,45.0,2.73,2.408679,3.389,1.121,0.52167,0.599,0.522,4.72,0.0,0.03403,0.0,0.00104,0.0476,0.09048,0.329,0.00553,0.00056
H005,Cashew nut,Anacardium occidentale,A. Kaju badam; B. Hijli Badam; G. Kaju; H. Kaju; Kan. Geru beeja; Kash. Kaju; Kh. Soh kashu; Mal. Kasu andi; M. Kaju; Mar. Kaju; N. Kaju; O. Lanka ambu; P. Kaju; Tam. Mundiri paruppu; Tel. Jeedi pappu; U. Kaju.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,582.682,4.44,45.2,3.86,25.46,18.78,18.603468,7.816,35.389,7.48204,27.907,7.482,3.11,0.00011,0.034,2e-06,0.00595,0.307,0.5,0.635,0.009,0.00534
H006,"Coconut, kernal, dry",Cocos nucifera,A. Dab narikol; B. Narkel; G. Kopra ni kachli; H. Nariyal; Kan. Thengini kai; Kash. Narjil; Kh. Snep kor trykhong; Mal. Thenga; M. Yubi Akangba; Mar. Narel; O. Nadia; P. Gola; Tam. Kopparai; Tel. Endu Kobbari; U. Khopra.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,624.029,3.97,63.26,15.88,8.01,7.27,7.224199,43.138,4.639,0.929,3.71,0.929,6.93,5e-05,0.032,1.3e-05,0.00313,0.09721,0.203,0.739,0.01668,0.00141
H007,"Coconut, kernel, fresh",Cocos nucifera,A. Narikol; B. Narkel; G. Nariyad; H. Nariyal; Kan. Thengina kayi; Kash. Narjeel; Kh. Snep kor im; Mal. Karikku; M. Yubi; Mar. Narel; N. Naribel; O. Paida; P. Nariyal; S. Naarikela; Tam. Thenkai; Tel. Kobbari; U. Nariyel.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,408.929,36.14,41.38,10.42,6.3,3.84,3.912192,28.048,3.088,0.639,2.449,0.639,6.2,1e-05,0.008,3e-06,0.0013,0.035,0.06773,0.246,0.00812,0.00058
H008,"Garden cress, seeds",Lepidium sativum,A. Soru manimunni ; B. Halim; G. Asadiyo; H. Halim; Kan. Allibija; Mal. Alivirai; Mar. Ahiva; P. Halim; Tam. Alivirai; Tel. Adityala.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,445.257,4.6,23.74,8.27,33.66,23.36,23.016608,4.101,18.595,10.323,8.131,10.464,0.91,0.0,0.318,0.0,0.0172,0.307,0.539,0.952,0.02184,0.00483
H009,"Gingelly seeds, black",Sesamum indicum,A. Kola til; B. Til; E. Sesame seeds; G. Kada tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei iong; Mal. Ellu; M. Thoiding Amuba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til .,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,507.636,4.51,43.1,17.16,10.29,19.17,18.947628,6.317,34.864,19.259,15.605,19.259,0.99,0.00032,1.664,2.9e-05,0.0139,0.39,0.568,0.48,0.01591,0.00859
H010,"Gingelly seeds, brown",Sesamum indicum,A. Matia rangar til; B. Til; E. Sesame seeds; G. Tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,4,vegetarian eggetarian fishetarian veg,516.4789999999999,3.62,43.22,17.21,9.76,21.61,20.944412,6.25,35.067,19.078,15.989,19.078,1.39,0.00069,1.174,2e-05,0.01495,0.328,0.613,0.491,0.01194,0.00784
H011,"Gingelly seeds, white",Sesamum indicum,A. Boga til; B. Til; E. Sesame seeds; G. Safed tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding Angouba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,519.586,3.3,43.05,16.99,10.83,21.7,21.27902,6.43,34.721,18.597,16.124,18.597,0.67,0.00043,1.283,1.5e-05,0.01504,0.372,0.754,0.46,0.01543,0.00777
H012,Ground nut,Arachis hypogea,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,520.064,6.97,39.63,10.38,17.27,23.65,22.79387,8.144,29.921,11.584,18.337,11.584,4.42,0.00039,0.054,7e-06,0.00344,0.197,0.391,0.679,0.01221,0.00318
H013,Mustard seeds,Brassica juncea,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,509.548,5.67,40.19,14.1,16.8,19.51,18.228193,2.112,29.942,8.273,21.032,8.91,5.07,0.0016,0.402,2.7e-05,0.01349,0.266,0.715,0.694,0.00397,0.00403
H014,Linseeds,Linum usitatissimum,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,443.823,5.48,35.67,26.17,10.99,18.55,18.859785,2.968,21.259,16.147,5.112,16.147,0.6,0.0,0.257,1e-06,0.00544,0.349,0.445,0.655,0.03293,0.00486
H015,"Niger seeds, black",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,4,vegetarian eggetarian fishetarian veg,512.4159999999999,4.65,38.61,10.93,22.98,18.92,17.69966,5.945,30.968,21.9355,9.033,21.935,1.75,0.00346,0.572,2.9e-05,0.01819,0.346,0.461,0.716,0.0107,0.00498
H016,"Niger seeds, gray",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,508.592,5.66,39.53,10.96,20.59,18.34,17.525704,9.737,28.016,23.565,4.452,23.564,0.41,0.00287,0.375,4.6e-05,0.01961,0.379,0.474,0.874,0.00808,0.00362
H017,Pine seed,Pinus gerardiana,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,594.154,5.32,48.79,3.79,26.77,12.55,12.094435,3.801,42.826,24.062,18.624,24.202,4.67,0.0,0.017,2e-06,0.0045,0.268,0.618,0.686,0.00131,0.00418
H018,Pistachio nuts,Pistacla vera,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,539.423,4.68,42.49,10.64,15.82,23.35,22.21519,4.043,30.868,11.947,18.922,11.946,7.9,0.0,0.135,3e-06,0.0045,0.149,0.537,1.053,0.00693,0.00242
H019,Safflower seeds,Carthamus tinctorius,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,473.459,5.24,30.87,13.49,30.18,17.66,16.937706,2.548,22.37,18.7819,3.589,18.781,2.67,0.0,0.211,3e-06,0.00406,0.321,0.644,0.55,0.00305,0.0039
H020,Sunflower seeds,Helianthus annuus,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,586.2669999999999,3.53,51.85,10.8,6.85,23.53,23.104107,6.159,43.383,25.5806,17.803,25.58,2.81,0.00051,0.176,9e-06,0.00585,0.413,0.752,0.559,0.0019,0.00707
H021,Walnut,Juglans regia,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,671.351,3.56,64.27,5.39,10.14,14.92,14.973712,5.208,56.231,44.915,11.316,44.915,3.22,0.00015,0.105,6e-06,0.00321,0.18,0.4,0.457,0.00133,0.00294
I001,"Jaggery, cane",Saccharum officinarum,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.,Sugars,6,vegetarian eggetarian fishetarian veg,353.72,11.2,0.16,0.0,84.87,1.85,1.51737,0.06923,0.05477,0.0331,0.02167,0.0331,84.32,0.00082,0.107,1.1e-05,0.00463,0.115,0.07453,0.488,0.02538,0.00045
I002,"Sugarcane, juice",Saccharum officinarum,A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.,Sugars,6,vegetarian eggetarian fishetarian veg,57.838,85.54,0.4,0.56,13.11,0.16,0.139952,0.14,0.2027,0.17334,0.0297,0.173,12.85,0.00012,0.018,2e-06,0.00112,0.01303,0.02208,0.15,0.00116,0.00014
J001,"Button mushroom, fresh",Agaricus sp.,"A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.",Mushrooms,1,vegetarian eggetarian fishetarian veg,27.485,90.09,0.42,3.11,1.98,3.68,3.409152,0.06289,0.26982,0.263,0.00682,0.263,0.1,0.0,0.01838,1e-05,0.00029,0.0183,0.08711,0.318,0.00772,0.00017
J002,"Chicken mushroom, fresh",Lactiporus sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,21.271,92.43,0.25,1.99,2.76,1.84,1.7618,0.0596,0.14002,0.13743,0.00302,0.137,0.1,0.0,0.00483,0.0,0.0003,0.01078,0.07974,0.34,0.01022,0.00055
J003,"Shiitake mushroom, fresh",Lentinula sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,58.077,82.94,0.76,3.02,8.98,3.19,3.053149,0.116,0.49233,0.417,0.01233,0.48,0.2,0.0,0.0053,2.2e-05,0.00193,0.02447,0.09636,0.323,0.0093,0.00121
J004,"Oyster mushroom, dried",Pleurotus sp.,B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,243.541,4.51,2.86,39.12,33.07,19.04,18.923856,0.422,1.86596,1.491,0.07396,1.792,0.68,0.0,0.02361,5.8e-05,0.00358,0.136,0.702,0.35,0.00867,0.00867
K001,Toddy,,"A. Tari; B. Tari; E. Palm wine; Kan. Henda; G. Tadi; H. Tarai; Kh. Kiad lieh; Mar., O. Tadi; P. Todhi; Mal., Tam., Tel. Kallu.",Miscellaneous Foods,10,vegetarian eggetarian fishetarian veg,24.139,93.86,0.03,0.0,5.72,0.18,0.0,0.03065,0.09986,0.06518,0.03468,0.06518,5.73,0.0,0.00044,0.0,0.00042,0.00399,0.00582,0.08354,0.00164,1e-05
K002,Coconut Water,,A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.,Miscellaneous Foods,6,vegetarian eggetarian fishetarian veg,15.296,95.77,0.16,0.0,3.16,0.26,0.258986,0.09349,0.02784,0.00373,0.02411,0.00373,3.06,2e-05,0.02747,1e-06,6e-05,0.01819,0.01805,0.215,0.02809,4e-05
L001,"Milk, whole, Buffalo",,A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.,Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,107.311,80.68,6.58,0.0,8.39,3.68,3.539792,4.63,2.119,0.18854,1.919,0.2,5.34,0.0,0.121,4e-06,0.00016,0.01005,0.08694,0.109,0.0301,0.0003
L002,"Milk, whole, Cow",,A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.,Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,72.895,86.64,4.48,0.0,4.94,3.26,3.388118,2.707,1.352,0.13355,1.214,0.138,4.89,0.0,0.118,4e-06,0.00015,0.00828,0.09656,0.115,0.02546,0.00033
